rank,score,team,org,finish_time
1577,0.391514,pgp41404,"Indian Institute of Management (IIM), Lucknow",2026-07-03 18:04:01+05:30
1578,0.3889,chumma,"Indian Institute of Management (IIM), Bangalore",2026-07-04 20:19:26+05:30
1579,0.387014,gowtham.siddharth.260102042,"Indian Institute of Management (IIM), Mumbai",2026-07-01 17:44:35+05:30
1580,0.384029,CashCows,"Xavier School of Management (XLRI), Jamshedpur",2026-07-02 16:53:07+05:30
1581,0.383329,HSAVTHEGREAT,"Indian Institute of Technology (IIT), Kanpur",2026-07-04 18:23:30+05:30
1582,0.383,SheerDumbLuck,"Indian Institute of Technology (IIT), Guwahati",2026-07-03 14:09:30+05:30
1583,0.382557,Team Amateurs,"Narsee Monjee Institute of Management Studies (NMIMS), Mumbai",2026-07-04 02:25:02+05:30
1584,0.378571,StratX,"Xavier School of Management (XLRI), Delhi",2026-07-02 17:26:10+05:30
1585,0.377171,sr11122003,"Indian Institute of Technology (IIT), Kanpur",2026-07-04 16:44:08+05:30
1586,0.375557,Alpha Equation,"Indian Institute of Management (IIM), Mumbai",2026-07-02 12:34:25+05:30
1587,0.374871,lsm26palak,"Indian Institute of Management (IIM), Kozhikode",2026-07-03 22:55:36+05:30
1588,0.373671,#4169e1,"Indian Institute of Management (IIM), Mumbai",2026-06-29 23:35:05+05:30
1589,0.373257,f20231317,"Birla Institute of Technology & Science, Pilani Campus",2026-07-03 17:13:35+05:30
1590,0.372771,VOYAGER 2.0,"Indian Institute of Foreign Trade (IIFT), New Delhi",2026-07-04 15:01:04+05:30
1591,0.370386,prathamsabharwal18,"Indian Institute of Technology (IIT), Guwahati",2026-07-04 00:00:04+05:30
1592,0.3647,Orion,"Indian Institute of Management (IIM), Lucknow",2026-07-02 21:23:06+05:30
1593,0.362786,jaiveek.pn344,"Narsee Monjee Institute of Management Studies (NMIMS), Mumbai",2026-07-02 15:46:57+05:30
1594,0.360643,Minerva,"Vinod Gupta School of Management (VGSoM), Indian Institute of Technology (IIT), Kharagpur",2026-07-04 18:06:18+05:30
1595,0.354471,xyz,"Indian Institute of Technology (IIT), Ropar",2026-07-04 17:34:16+05:30
1596,0.351643,adibalak1925,"Indian Institute of Technology, Banaras Hindu University (IIT - BHU)",2026-06-30 23:24:35+05:30
1597,0.350957,ninja1551.bang,"Indian Institute of Management (IIM), Ahmedabad",2026-06-28 18:11:10+05:30
1598,0.349271,mba26sanath,"Indian Institute of Management (IIM), Kozhikode",2026-07-04 16:18:10+05:30
1599,0.349157,JAS,"Indian Institute of Management (IIM), Mumbai",2026-07-04 00:46:14+05:30
1600,0.348357,1sahilpawar.work,"Indian Institute of Management (IIM), Lucknow",2026-07-04 12:24:18+05:30
1601,0.346271,reddy.milinda,"Indian Institute of Management (IIM), Kozhikode",2026-06-30 22:17:21+05:30
1602,0.346214,Apex financers,"Indian Institute of Management (IIM), Mumbai",2026-07-03 00:33:04+05:30
1603,0.345514,NOTA,"Indian Institute of Management (IIM), Lucknow",2026-07-03 21:13:22+05:30
1604,0.345086,Dawn & Dusk,"Indian Institute of Management (IIM), Mumbai",2026-07-01 21:26:26+05:30
1605,0.344643,pratyushswain2005,"Indian Institute of Technology (IIT), Guwahati",2026-07-04 19:35:01+05:30
1606,0.343714,a.swatik.260101001,"Indian Institute of Management (IIM), Mumbai",2026-07-02 00:38:06+05:30
1607,0.339714,Aarohan,"Indian Institute of Technology (IIT), Kanpur",2026-07-04 20:48:16+05:30
1608,0.3369,Amexcelerate,"Indian Institute of Management (IIM), Lucknow",2026-07-01 16:45:52+05:30
1609,0.336557,Insight Engine,"Shailesh J. Mehta School of Management (SJMSOM), IIT Bombay",2026-07-03 13:34:47+05:30
1610,0.336157,kanishksh24,"Indian Institute of Technology (IIT), Kanpur",2026-07-03 11:48:14+05:30
1611,0.333743,Apex Advisors,"Management Development Institute (MDI), Gurgaon",2026-07-03 13:46:47+05:30
1612,0.325686,Strategist,"Indian Institute of Technology (IIT), Guwahati",2026-07-04 17:28:53+05:30
1613,0.325443,Major,"Indian Institute of Management (IIM), Mumbai",2026-07-02 02:40:56+05:30
1614,0.319286,Caffeine Junkies,"Narsee Monjee Institute of Management Studies (NMIMS), Mumbai",2026-07-03 14:09:54+05:30
1615,0.318357,u.nyesha,"Indian Institute of Technology (IIT), Guwahati",2026-06-30 15:39:05+05:30
1616,0.3182,Zodiac,"Indian Institute of Technology (IIT), Guwahati",2026-07-02 18:24:10+05:30
1617,0.317314,Case Closed,"Indian Institute of Management (IIM), Mumbai",2026-07-02 18:38:30+05:30
1618,0.315643,chatpatekurkure40,"Indian Institute of Technology (IIT), Guwahati",2026-07-03 01:55:28+05:30
1619,0.313686,arnav.260101049,"Indian Institute of Management (IIM), Mumbai",2026-07-04 14:50:36+05:30
1620,0.304757,temporary name,"Indian Institute of Technology (IIT), Kharagpur",2026-07-03 22:40:31+05:30
1621,0.301714,krishna.narayana5b,"Indian Institute of Technology (IIT), Bombay",2026-07-04 05:08:34+05:30
1622,0.292286,imankitk13,"Vinod Gupta School of Management (VGSoM), Indian Institute of Technology (IIT), Kharagpur",2026-07-04 12:36:22+05:30
1623,0.291686,BlackCARD,"Indian Institute of Management (IIM), Calcutta",2026-07-02 18:47:24+05:30
1624,0.289143,Sapiens,"Indian Institute of Technology (IIT), Kharagpur",2026-07-01 11:17:15+05:30
1625,0.286871,nitinthehacker2000,"Indian Institute of Technology (IIT), Guwahati",2026-07-03 02:24:56+05:30
1626,0.286514,pallabbiswas,"Indian Institute of Technology (IIT), Kharagpur",2026-06-28 19:50:31+05:30
1627,0.282843,f20230836,"Birla Institute of Technology & Science, Pilani Campus",2026-07-03 23:27:12+05:30
1628,0.281586,PurplePopcorn6,"Indian Institute of Technology (IIT), Kanpur",2026-07-03 03:09:27+05:30
1629,0.280757,Yojanakaar,"Indian Institute of Foreign Trade (IIFT), New Delhi",2026-07-04 13:40:58+05:30
1630,0.2801,vivek.gupta125,"Indian Institute of Management (IIM), Bangalore",2026-06-30 01:32:14+05:30
1631,0.2789,Team Red,"Shailesh J. Mehta School of Management (SJMSOM), IIT Bombay",2026-07-04 16:33:51+05:30
1632,0.276729,Savage Grit,"Indian Institute of Management (IIM), Mumbai",2026-07-02 04:25:05+05:30
1633,0.2747,madras school of eco,"Madras School of Economics (MSE), Chennai",2026-07-04 13:32:03+05:30
1634,0.273843,Kya kar loge,"Faculty of Management Studies (FMS), University of Delhi, New Delhi",2026-07-04 18:09:58+05:30
1635,0.271671,Team Bridgewaters,"Indian Institute of Foreign Trade (IIFT), New Delhi",2026-07-04 12:33:58+05:30
1636,0.269,Pradhyuam,"Indian Institute of Technology (IIT), Kanpur",2026-07-04 16:53:42+05:30
1637,0.262329,b25359,"Xavier School of Management (XLRI), Delhi",2026-07-04 12:35:20+05:30
1638,0.261986,f20190413p,"Birla Institute of Technology & Science, Pilani Campus",2026-07-04 11:54:12+05:30
1639,0.259529,apurvagrawal2323,"Narsee Monjee Institute of Management Studies (NMIMS), Mumbai",2026-07-04 20:55:50+05:30
1640,0.258714,TeamX,"Indian Institute of Management (IIM), Lucknow",2026-07-01 14:25:56+05:30
1641,0.253114,23b3936,"Indian Institute of Technology (IIT), Bombay",2026-07-04 17:37:34+05:30
1642,0.251671,Case_Mace,"Indian Institute of Technology (IIT), Roorkee",2026-07-04 20:40:35+05:30
1643,0.2514,mba26keerthana,"Indian Institute of Management (IIM), Kozhikode",2026-07-04 15:05:32+05:30
1644,0.250271,ctrl_alt_elite,"Faculty of Management Studies (FMS), University of Delhi, New Delhi",2026-07-03 02:16:55+05:30
1645,0.249943,KML,"Indian Institute of Technology (IIT), Kharagpur",2026-06-30 22:00:46+05:30
1646,0.249686,b25187,"Xavier School of Management (XLRI), Jamshedpur",2026-06-29 01:52:53+05:30
1647,0.245586,LoserKnight,"Indian Institute of Technology, Banaras Hindu University (IIT - BHU)",2026-06-29 03:48:53+05:30
1648,0.242714,Amex gurus,"Indian Institute of Management (IIM), Mumbai",2026-07-03 19:14:59+05:30
1649,0.242329,AmexApex,"Indian Institute of Foreign Trade (IIFT), New Delhi",2026-07-03 16:59:39+05:30
1650,0.239714,adevansh078,"Indian Institute of Technology (IIT), Guwahati",2026-07-04 19:29:25+05:30
1651,0.237771,mujhenhipta,"Indian Institute of Management (IIM), Calcutta",2026-07-04 20:07:43+05:30
1652,0.237529,StratX,"Indian Institute of Management (IIM), Lucknow",2026-07-03 15:33:06+05:30
1653,0.237014,m.sandhineni,"Indian Institute of Technology (IIT), Guwahati",2026-07-01 23:41:33+05:30
1654,0.235129,Card Scouts,"Indian Institute of Foreign Trade (IIFT), New Delhi",2026-07-02 14:14:13+05:30
1655,0.231971,Agentic47,"Indian Institute of Management (IIM), Mumbai",2026-07-02 18:37:29+05:30
1656,0.231086,RoyalFlush,"Narsee Monjee Institute of Management Studies (NMIMS), Mumbai",2026-07-03 13:11:23+05:30
1657,0.2285,North Star,"Indian Institute of Management (IIM), Mumbai",2026-07-01 21:26:29+05:30
1658,0.228414,sagili.reddy,"Indian Institute of Technology (IIT), Guwahati",2026-07-01 15:09:48+05:30
1659,0.227957,The Catalysts,"Department of Management Studies (DMS), Indian Institute of Technology (IIT), Delhi",2026-06-30 12:10:47+05:30
1660,0.2275,omkararunparab,"Narsee Monjee Institute of Management Studies (NMIMS), Mumbai",2026-07-04 19:02:27+05:30
1661,0.226714,Thinking,"Indian Institute of Technology (IIT), Delhi",2026-06-26 23:12:56+05:30
1662,0.225571,JOG,"Indian Institute of Management (IIM), Kozhikode",2026-07-01 04:34:26+05:30
1663,0.225457,BARQ,"Indian Institute of Technology (IIT), Kharagpur",2026-07-03 16:23:07+05:30
1664,0.215157,abhayagrawal443,"Indian Institute of Foreign Trade (IIFT), New Delhi",2026-07-03 00:50:55+05:30
1665,0.214129,Sangfroid,"Management Development Institute (MDI), Gurgaon",2026-06-29 23:22:19+05:30
1666,0.213743,Mavericks,"Faculty of Management Studies (FMS), University of Delhi, New Delhi",2026-07-03 14:59:47+05:30
1667,0.212157,ASPIRE,"Indian Institute of Management (IIM), Mumbai",2026-06-30 22:01:07+05:30
1668,0.207286,Premier League,"Narsee Monjee Institute of Management Studies (NMIMS), Mumbai",2026-07-04 13:09:35+05:30
1669,0.2066,StrategyDecoded,"Indian Institute of Management (IIM), Calcutta",2026-06-27 16:53:29+05:30
1670,0.205057,americans,"Indian Institute of Technology (IIT), Guwahati",2026-07-01 02:08:53+05:30
1671,0.203157,vivanb24,"Indian Institute of Technology (IIT), Kanpur",2026-07-03 16:26:10+05:30
1672,0.202643,Value Architects,"Indian Institute of Management (IIM), Mumbai",2026-07-01 13:52:49+05:30
1673,0.202514,fin26devapi,"Indian Institute of Management (IIM), Kozhikode",2026-07-02 22:12:22+05:30
1674,0.201714,yolo,"Indian Institute of Management (IIM), Kozhikode",2026-07-04 16:15:07+05:30
1675,0.2015,b25164,"Xavier School of Management (XLRI), Jamshedpur",2026-07-04 20:52:45+05:30
1676,0.201114,Helix,"Indian Institute of Foreign Trade (IIFT), New Delhi",2026-07-03 17:42:17+05:30
1677,0.201071,pgp41252,"Indian Institute of Management (IIM), Lucknow",2026-07-04 03:43:57+05:30
1678,0.200171,Summer Grind,"Indian Institute of Technology, Indian School of Mines (IIT ISM), Dhanbad",2026-07-04 11:14:31+05:30
1679,0.199986,hraditya28,"Indian Institute of Technology (IIT), Kanpur",2026-07-04 04:37:04+05:30
1680,0.199871,SPS,"Indian Institute of Technology (IIT), Hyderabad",2026-07-04 20:20:12+05:30
1681,0.199629,Cheetey!,"Indian Institute of Technology (IIT), Kharagpur",2026-07-04 00:16:59+05:30
1682,0.199414,tanmay.wkd,"Indian Institute of Management (IIM), Lucknow",2026-07-04 17:00:31+05:30
1683,0.199271,AMEX,"Indian Institute of Technology (IIT), Hyderabad",2026-06-29 22:21:56+05:30
1684,0.199214,Blitzers,"Faculty of Management Studies (FMS), University of Delhi, New Delhi",2026-07-04 00:53:02+05:30
1685,0.198657,Leon,"Xavier School of Management (XLRI), Delhi",2026-06-30 13:20:12+05:30
1686,0.198143,a105,"Indian Institute of Technology (IIT), Kanpur",2026-07-04 03:35:14+05:30
1687,0.1906,Acers,"Indian Institute of Management (IIM), Lucknow",2026-06-30 23:10:22+05:30
1688,0.188929,ChanakyaNITI,"Madras School of Economics (MSE), Chennai",2026-07-03 23:27:32+05:30
1689,0.183714,Team Beta,"Indian Institute of Technology (IIT), Guwahati",2026-07-04 00:35:35+05:30
1690,0.181957,Trident,"Indian Institute of Foreign Trade (IIFT), New Delhi",2026-07-02 20:54:11+05:30
1691,0.173371,Credit Debit,"Indian Institute of Technology (IIT), Kharagpur",2026-06-28 13:10:35+05:30
1692,0.156129,Amex_IT_IZZ,"Indian Institute of Technology, Indian School of Mines (IIT ISM), Dhanbad",2026-07-03 18:49:25+05:30
1693,0.137471,aakshi.jain176,"Narsee Monjee Institute of Management Studies (NMIMS), Mumbai",2026-07-04 14:14:26+05:30
1694,0.131471,SPeghetti,"SP Jain Institute of Management and Research (SPJIMR), Mumbai",2026-07-03 17:12:08+05:30
1695,0.130786,Lakeview Consulting,"Indian Institute of Management (IIM), Calcutta",2026-07-03 21:03:32+05:30
1696,0.121529,Indori Poha,"Indian Institute of Management (IIM), Indore",2026-07-04 18:16:19+05:30
1697,0.112414,RGStrikes,"Indian Institute of Management (IIM), Bangalore",2026-07-03 23:28:17+05:30
1698,0.112314,Fiber AI,"Indian Institute of Management (IIM), Mumbai",2026-07-04 13:58:30+05:30
1699,0.110614,iimcians,"Indian Institute of Management (IIM), Calcutta",2026-07-01 01:09:51+05:30
1700,0.109043,CoffeeGeeks,"Indian Institute of Management (IIM), Bangalore",2026-07-04 04:34:28+05:30
1701,0.0997,TriVectorS,"Indian Institute of Foreign Trade (IIFT), New Delhi",2026-07-02 21:17:46+05:30
1702,0.095071,Adam,"Indian Institute of Technology (IIT), Kanpur",2026-07-03 03:05:05+05:30
1703,0.074757,Go Go Govinda,Indian School of Business (ISB),2026-07-03 18:11:53+05:30
1704,0.050014,gouravsinghgrv02,"Indian Institute of Management (IIM), Mumbai",2026-07-02 14:15:48+05:30
1705,0.048386,Yuva Ratnas,"Indian Institute of Management (IIM), Kozhikode",2026-07-04 00:53:31+05:30
1706,0.046386,shah.shubh,"Shailesh J. Mehta School of Management (SJMSOM), IIT Bombay",2026-07-04 20:02:39+05:30
1707,0.042357,vaibhav.tiwari093,"Narsee Monjee Institute of Management Studies (NMIMS), Mumbai",2026-07-04 11:13:04+05:30
1708,0.036071,Insight Express,"Indian Institute of Management (IIM), Kozhikode",2026-07-03 00:47:20+05:30
1709,0.033929,mba26joshna,"Indian Institute of Management (IIM), Kozhikode",2026-07-03 16:23:25+05:30
1710,0.029657,DataDicers,"Indian Institute of Management (IIM), Calcutta",2026-07-01 18:00:20+05:30
1711,0.029271,kritikaaa002,"Delhi School of Economics (DSE), New Delhi",2026-07-02 00:06:34+05:30
1712,0.024971,tiwarinitin07633001,"Indian Institute of Technology (IIT), Kharagpur",2026-07-01 13:50:06+05:30
1713,0.023486,chanda_k,"Indian Institute of Technology (IIT), Roorkee",2026-07-03 00:36:23+05:30
1714,0.014757,Moki,"Indian Institute of Technology (IIT), Kanpur",2026-07-04 14:59:23+05:30
1715,0.014071,Tulip,"Indian Institute of Technology (IIT), Roorkee",2026-07-02 12:58:01+05:30
1716,0.007229,Amex hunters,"Indian Institute of Technology (IIT), Guwahati",2026-07-03 16:07:15+05:30
1717,0.0067,Alpha,"Indian Institute of Foreign Trade (IIFT), New Delhi",2026-07-04 19:07:52+05:30
1718,0.006057,Royale Cheese,"Indian Institute of Management (IIM), Lucknow",2026-07-04 20:45:02+05:30
1719,0.005929,ppoconvert,"Indian Institute of Management (IIM), Indore",2026-07-02 02:21:17+05:30
1720,0.005057,Team Ignite,"Department of Management Studies (DMS), Indian Institute of Technology (IIT), Delhi",2026-07-02 19:15:23+05:30
1721,0.002886,MNM,"Indian Institute of Management (IIM), Lucknow",2026-07-04 12:13:48+05:30
1722,0.002786,Blue Titans,"SP Jain Institute of Management and Research (SPJIMR), Mumbai",2026-07-04 18:55:23+05:30
1723,0,ec^2,"Birla Institute of Technology & Science, Pilani Campus",2026-06-26 19:55:59+05:30
1723,0,Machine_not_Learning,"Indian Institute of Technology (IIT), Guwahati",2026-06-27 10:44:41+05:30
1723,0,soumya,"Indian Institute of Management (IIM), Mumbai",2026-06-27 20:07:22+05:30
1723,0,b24237,"Indian Institute of Technology (IIT), Mandi",2026-06-27 23:19:29+05:30
1723,0,Mankirat,"Indian Institute of Technology (IIT), Mandi",2026-06-28 17:49:54+05:30
1723,0,Winners,"Indian Institute of Technology (IIT), Kharagpur",2026-06-29 15:23:21+05:30
1723,0,22je0371,"Indian Institute of Technology, Indian School of Mines (IIT ISM), Dhanbad",2026-06-29 15:49:05+05:30
1723,0,hardikgautam049,"Indian Institute of Technology (IIT), Roorkee",2026-06-29 19:18:26+05:30
1723,0,Team SMV,"Indian Institute of Management (IIM), Mumbai",2026-06-29 22:47:11+05:30
1723,0,gunjan.260102036,"Indian Institute of Management (IIM), Mumbai",2026-06-30 07:51:47+05:30
1723,0,manish.choudhary.che24,"Indian Institute of Technology, Banaras Hindu University (IIT - BHU)",2026-06-30 11:54:07+05:30
1723,0,kmatrb0,"Indian Institute of Technology (IIT), Bombay",2026-06-30 21:05:01+05:30
1723,0,Blueprint,"Shailesh J. Mehta School of Management (SJMSOM), IIT Bombay",2026-07-01 00:00:41+05:30
1723,0,Teamname,"Indian Institute of Technology, Indian School of Mines (IIT ISM), Dhanbad",2026-07-01 14:27:29+05:30
1723,0,InsightX,"Indian Institute of Management (IIM), Bangalore",2026-07-01 21:10:47+05:30
1723,0,LOL,"Indian Institute of Management (IIM), Calcutta",2026-07-01 22:18:19+05:30
1723,0,lokesh,"Indian Institute of Technology (IIT), Mandi",2026-07-01 22:59:38+05:30
1723,0,Midnight Sons,"Indian Institute of Technology (IIT), Guwahati",2026-07-02 00:17:59+05:30
1723,0,atharvcharaya7,"Management Development Institute (MDI), Gurgaon",2026-07-02 19:23:33+05:30
1723,0,aayaannkausar,"Indian Institute of Technology (IIT), Kharagpur",2026-07-02 19:35:23+05:30
1723,0,Shining,"Department of Management Studies (DMS), Indian Institute of Technology (IIT), Delhi",2026-07-02 19:36:45+05:30
1723,0,Team KAPSLOCK,"Indian Institute of Management (IIM), Kozhikode",2026-07-02 23:36:25+05:30
1723,0,praneshsenthilvel26,"Indian Institute of Technology (IIT), Kanpur",2026-07-03 01:17:18+05:30
1723,0,Sequence,"Management Development Institute (MDI), Gurgaon",2026-07-03 02:03:36+05:30
1723,0,OkBrO,"Indian Institute of Technology (IIT), Kharagpur",2026-07-03 03:02:14+05:30
1723,0,elonmusk7781,"Indian Institute of Technology (IIT), Delhi",2026-07-03 04:28:47+05:30
1723,0,one_cell,"Indian Institute of Technology (IIT), Kanpur",2026-07-03 12:18:34+05:30
1723,0,Ka-Ching,"Management Development Institute (MDI), Gurgaon",2026-07-03 15:02:28+05:30
1723,0,harshtarpe707,"Indian Institute of Foreign Trade (IIFT), New Delhi",2026-07-03 18:17:31+05:30
1723,0,rajeshwari.anjana011,"Narsee Monjee Institute of Management Studies (NMIMS), Mumbai",2026-07-03 21:13:27+05:30
1723,0,GraceSeekers,"Indian Institute of Management (IIM), Bangalore",2026-07-03 21:15:44+05:30
1723,0,coderpaglu,"Indian Institute of Technology (IIT), Roorkee",2026-07-03 23:26:08+05:30
1723,0,atharvdubey29,"Indian Institute of Technology (IIT), Kanpur",2026-07-04 03:27:02+05:30
1723,0,huehuehue,"Indian Institute of Technology, Banaras Hindu University (IIT - BHU)",2026-07-04 04:36:44+05:30
1723,0,Frontier,"Indian Institute of Technology (IIT), Kanpur",2026-07-04 10:53:11+05:30
